change_id,account_id,old_beneficiary,new_beneficiary,change_ts,channel
BCH003271,ACC002015,BEN73609,BEN92303,2026-09-14 15:41:26,mobile
BCH003272,ACC003636,BEN37195,BEN24482,2026-09-14 15:45:18,mobile
BCH003273,ACC002556,BEN73441,BEN19751,2026-09-14 15:43:53,internet
BCH003274,ACC000948,BEN57891,BEN56646,2026-09-14 15:44:46,mobile
BCH003275,ACC001646,BEN27586,BEN98312,2026-09-14 15:43:01,branch
BCH003276,ACC000239,BEN24095,BEN26321,2026-09-14 15:44:40,mobile
BCH003277,ACC001789,BEN19037,BEN83318,2026-09-14 15:42:25,internet
BCH003278,ACC003393,BEN97615,BEN24669,2026-09-14 15:41:05,branch
BCH003279,ACC002847,BEN29004,BEN65616,2026-09-14 15:44:05,mobile
BCH003280,ACC004983,BEN52662,BEN50094,2026-09-14 15:43:37,internet
BCH003281,ACC002295,BEN60469,BEN65317,2026-09-14 15:45:03,mobile
BCH003282,ACC003200,BEN92065,BEN64759,2026-09-14 15:41:05,branch
BCH003283,ACC001388,BEN64976,BEN13718,2026-09-14 15:42:25,branch
BCH003284,ACC003780,BEN49982,BEN81380,2026-09-14 15:46:03,branch
BCH003285,ACC002048,BEN10458,BEN47713,2026-09-14 15:41:12,branch
BCH003286,ACC000791,BEN36084,BEN20822,2026-09-14 15:43:43,branch
BCH003287,ACC004817,BEN37079,BEN21742,2026-09-14 15:42:12,mobile
BCH003288,ACC003500,BEN69099,BEN97951,2026-09-14 15:43:32,mobile
BCH003289,ACC001884,BEN34267,BEN11569,2026-09-14 15:42:16,mobile
BCH003290,ACC003449,BEN22296,BEN62040,2026-09-14 15:43:59,branch
BCH003291,ACC002261,BEN67691,BEN13123,2026-09-14 15:42:40,branch
BCH003292,ACC000612,BEN12728,BEN66174,2026-09-14 15:45:27,branch
BCH003293,ACC000971,BEN96469,BEN25531,2026-09-14 15:45:30,mobile
BCH003294,ACC004801,BEN86516,BEN68428,2026-09-14 15:45:22,branch
BCH003295,ACC002192,BEN42592,BEN15391,2026-09-14 15:40:21,internet
BCH003296,ACC004797,BEN37445,BEN50460,2026-09-14 15:40:17,branch
BCH003297,ACC000945,BEN44829,BEN57776,2026-09-14 15:44:45,internet
BCH003298,ACC002884,BEN83140,BEN63820,2026-09-14 15:41:37,branch
BCH003299,ACC003811,BEN55962,BEN25697,2026-09-14 15:44:16,branch
BCH003300,ACC004846,BEN83934,BEN93263,2026-09-14 15:44:42,branch
BCH003301,ACC002209,BEN32779,BEN42034,2026-09-14 15:43:50,internet
BCH003302,ACC000545,BEN71754,BEN93888,2026-09-14 15:45:42,internet
BCH003303,ACC000823,BEN50935,BEN21679,2026-09-14 15:40:30,branch
BCH003304,ACC004932,BEN27760,BEN71527,2026-09-14 15:43:32,internet
BCH003305,ACC000441,BEN24141,BEN16025,2026-09-14 15:40:32,mobile
BCH003306,ACC000253,BEN17918,BEN30257,2026-09-14 15:43:39,internet
BCH003307,ACC001341,BEN85530,BEN22437,2026-09-14 15:40:19,mobile
BCH003308,ACC004547,BEN62634,BEN65642,2026-09-14 15:41:11,branch
BCH003309,ACC003644,BEN85116,BEN68293,2026-09-14 15:45:16,internet
BCH003310,ACC003496,BEN61272,BEN80064,2026-09-14 15:45:41,internet
BCH003311,ACC003508,BEN49113,BEN18659,2026-09-14 15:41:46,branch
BCH003312,ACC002550,BEN11041,BEN64755,2026-09-14 15:42:09,mobile
BCH003313,ACC003683,BEN27082,BEN20368,2026-09-14 15:42:58,branch
BCH003314,ACC002176,BEN91181,BEN35897,2026-09-14 15:43:04,mobile
BCH003315,ACC002734,BEN53532,BEN79775,2026-09-14 15:45:31,branch
BCH003316,ACC003030,BEN55336,BEN52794,2026-09-14 15:42:35,mobile
BCH003317,ACC000743,BEN56972,BEN88143,2026-09-14 15:43:08,branch
BCH003318,ACC002164,BEN52694,BEN65133,2026-09-14 15:44:57,branch
BCH003319,ACC002645,BEN80511,BEN33094,2026-09-14 15:43:33,branch
BCH003320,ACC004457,BEN80728,BEN47322,2026-09-14 15:42:27,mobile
BCH003321,ACC004114,BEN11952,BEN20467,2026-09-14 15:44:38,mobile
BCH003322,ACC000631,BEN53805,BEN54718,2026-09-14 15:40:28,internet
BCH003323,ACC000130,BEN45104,BEN66370,2026-09-14 15:43:27,branch
BCH003324,ACC004357,BEN52068,BEN53215,2026-09-14 15:42:38,mobile
BCH003325,ACC003817,BEN59987,BEN38927,2026-09-14 15:41:51,mobile
BCH003326,ACC001211,BEN36729,BEN63632,2026-09-14 15:45:13,branch
BCH003327,ACC002000,BEN92246,BEN70132,2026-09-14 15:44:24,mobile
BCH003328,ACC004072,BEN67420,BEN15836,2026-09-14 15:40:12,internet
BCH003329,ACC001747,BEN31454,BEN49945,2026-09-14 15:43:46,branch
BCH003330,ACC000320,BEN80673,BEN30993,2026-09-14 15:41:06,internet
BCH003331,ACC001587,BEN81696,BEN67805,2026-09-14 15:42:53,mobile
BCH003332,ACC000434,BEN94994,BEN20385,2026-09-14 15:44:43,branch
BCH003333,ACC002208,BEN75219,BEN88343,2026-09-14 15:45:10,internet
BCH003334,ACC002601,BEN70279,BEN37104,2026-09-14 15:41:30,internet
BCH003335,ACC004615,BEN15981,BEN45423,2026-09-14 15:45:25,internet
BCH003336,ACC000167,BEN12471,BEN11175,2026-09-14 15:43:08,internet
BCH003337,ACC003197,BEN52734,BEN93450,2026-09-14 15:43:12,internet
BCH003338,ACC004781,BEN19152,BEN72404,2026-09-14 15:41:42,mobile
BCH003339,ACC000293,BEN22832,BEN67686,2026-09-14 15:40:34,mobile
BCH003340,ACC000503,BEN36059,BEN18384,2026-09-14 15:43:40,mobile
BCH003341,ACC003031,BEN26132,BEN31317,2026-09-14 15:45:15,internet
BCH003342,ACC003863,BEN12359,BEN32263,2026-09-14 15:44:42,branch
BCH003343,ACC001379,BEN53384,BEN53673,2026-09-14 15:41:21,mobile
BCH003344,ACC001151,BEN68948,BEN27084,2026-09-14 15:45:02,internet
BCH003345,ACC002179,BEN15109,BEN21843,2026-09-14 15:45:07,mobile
BCH003346,ACC000336,BEN49735,BEN28012,2026-09-14 15:42:03,mobile
BCH003347,ACC001908,BEN31135,BEN43121,2026-09-14 15:40:54,internet
BCH003348,ACC002104,BEN29973,BEN28843,2026-09-14 15:42:28,internet
BCH003349,ACC000679,BEN68741,BEN10000,2026-09-14 15:43:19,mobile
BCH003350,ACC002167,BEN59895,BEN18462,2026-09-14 15:43:22,internet
BCH003351,ACC000293,BEN93075,BEN11479,2026-09-14 15:45:31,mobile
BCH003352,ACC000623,BEN65190,BEN26903,2026-09-14 15:43:22,internet
BCH003353,ACC000321,BEN80233,BEN12581,2026-09-14 15:40:53,mobile
BCH003354,ACC002818,BEN45995,BEN57124,2026-09-14 15:45:05,internet
BCH003355,ACC002255,BEN49163,BEN47846,2026-09-14 15:44:38,branch
BCH003356,ACC002335,BEN24362,BEN67920,2026-09-14 15:45:34,internet
BCH003357,ACC003426,BEN85394,BEN33621,2026-09-14 15:41:43,branch
BCH003358,ACC002442,BEN47682,BEN92689,2026-09-14 15:45:21,mobile
BCH003359,ACC004110,BEN24469,BEN65506,2026-09-14 15:41:22,branch
BCH003360,ACC003491,BEN75789,BEN62461,2026-09-14 15:42:34,internet
BCH003361,ACC000221,BEN35975,BEN70835,2026-09-14 15:41:13,internet
BCH003362,ACC004113,BEN85541,BEN15762,2026-09-14 15:45:20,branch
BCH003363,ACC000881,BEN45954,BEN33650,2026-09-14 15:43:11,internet
BCH003364,ACC004092,BEN28071,BEN24834,2026-09-14 15:45:59,internet
BCH003365,ACC001356,BEN17962,BEN49736,2026-09-14 15:41:15,mobile
BCH003366,ACC002174,BEN67468,BEN18223,2026-09-14 15:44:03,internet
BCH003367,ACC003022,BEN33820,BEN19760,2026-09-14 15:44:27,mobile
BCH003368,ACC003934,BEN15224,BEN69535,2026-09-14 15:42:11,mobile
BCH003369,ACC004838,BEN66203,BEN32994,2026-09-14 15:41:54,branch
BCH003370,ACC003804,BEN98219,BEN27819,2026-09-14 15:45:44,branch
BCH003371,ACC003027,BEN60220,BEN30997,2026-09-14 15:43:48,mobile
BCH003372,ACC002296,BEN24943,BEN79618,2026-09-14 15:43:28,mobile
BCH003373,ACC002996,BEN77495,BEN73893,2026-09-14 15:40:05,branch
BCH003374,ACC003309,BEN68772,BEN12496,2026-09-14 15:43:05,branch
BCH003375,ACC001049,BEN10099,BEN68029,2026-09-14 15:44:28,branch
BCH003376,ACC004358,BEN88949,BEN95472,2026-09-14 15:43:59,internet
BCH003377,ACC001240,BEN74946,BEN58780,2026-09-14 15:40:20,branch
BCH003378,ACC000051,BEN66360,BEN70842,2026-09-14 15:41:37,internet
BCH003379,ACC003930,BEN93202,BEN46866,2026-09-14 15:44:40,internet
BCH003380,ACC004841,BEN98203,BEN17566,2026-09-14 15:43:48,mobile
BCH003381,ACC003265,BEN36977,BEN64826,2026-09-14 15:42:42,branch
BCH003382,ACC002938,BEN78933,BEN83245,2026-09-14 15:43:40,internet
BCH003383,ACC001822,BEN46810,BEN70066,2026-09-14 15:42:18,mobile
BCH003384,ACC000279,BEN47536,BEN77009,2026-09-14 15:43:46,mobile
BCH003385,ACC004976,BEN46379,BEN21211,2026-09-14 15:45:32,internet
BCH003386,ACC004382,BEN91994,BEN68819,2026-09-14 15:44:49,internet
BCH003387,ACC001149,BEN34159,BEN16974,2026-09-14 15:43:49,mobile
BCH003388,ACC001422,BEN97279,BEN45263,2026-09-14 15:43:27,internet
BCH003389,ACC001640,BEN33510,BEN61454,2026-09-14 15:43:16,branch
BCH003390,ACC004697,BEN60741,BEN51733,2026-09-14 15:42:53,mobile
BCH003391,ACC003928,BEN77740,BEN36649,2026-09-14 15:42:05,mobile
BCH003392,ACC003534,BEN30313,BEN73749,2026-09-14 15:45:44,branch
BCH003393,ACC000813,BEN40642,BEN80797,2026-09-14 15:43:32,internet
BCH003394,ACC004190,BEN94210,BEN38118,2026-09-14 15:43:24,branch
BCH003395,ACC004682,BEN18398,BEN17229,2026-09-14 15:42:43,internet
BCH003396,ACC003980,BEN34047,BEN65843,2026-09-14 15:44:39,internet
BCH003397,ACC003606,BEN91320,BEN95380,2026-09-14 15:42:03,branch
BCH003398,ACC003403,BEN39768,BEN41909,2026-09-14 15:44:58,branch
BCH003399,ACC003977,BEN75466,BEN98452,2026-09-14 15:45:21,mobile
BCH003400,ACC000407,BEN96544,BEN27579,2026-09-14 15:41:12,mobile
BCH003401,ACC004372,BEN17691,BEN89282,2026-09-14 15:45:45,internet
BCH003402,ACC002884,BEN41568,BEN91502,2026-09-14 15:41:30,branch
BCH003403,ACC001001,BEN96808,BEN74395,2026-09-14 15:44:52,internet
BCH003404,ACC002263,BEN65730,BEN52733,2026-09-14 15:44:42,branch
BCH003405,ACC001565,BEN27967,BEN30529,2026-09-14 15:42:19,branch
BCH003406,ACC000230,BEN69529,BEN96423,2026-09-14 15:40:33,internet
BCH003407,ACC004782,BEN51409,BEN17182,2026-09-14 15:41:51,internet
BCH003408,ACC000685,BEN84017,BEN53008,2026-09-14 15:42:19,branch
BCH003409,ACC001348,BEN18411,BEN70215,2026-09-14 15:41:11,branch
BCH003410,ACC004219,BEN97639,BEN98724,2026-09-14 15:45:52,internet
BCH003411,ACC002642,BEN63794,BEN63095,2026-09-14 15:40:12,mobile
BCH003412,ACC002456,BEN73973,BEN91337,2026-09-14 15:44:23,mobile
BCH003413,ACC003325,BEN83461,BEN76655,2026-09-14 15:41:19,branch
BCH003414,ACC004682,BEN57778,BEN87179,2026-09-14 15:41:39,internet
BCH003415,ACC002251,BEN73538,BEN20679,2026-09-14 15:40:45,mobile
BCH003416,ACC001569,BEN15444,BEN31170,2026-09-14 15:44:05,internet
BCH003417,ACC001211,BEN62707,BEN47845,2026-09-14 15:45:41,mobile
BCH003418,ACC001250,BEN98905,BEN87531,2026-09-14 15:40:08,mobile
BCH003419,ACC001694,BEN97731,BEN22067,2026-09-14 15:44:15,branch
BCH003420,ACC004391,BEN91230,BEN45421,2026-09-14 15:41:07,branch
BCH003421,ACC001012,BEN73695,BEN49012,2026-09-14 15:44:32,mobile
BCH003422,ACC000057,BEN81660,BEN34608,2026-09-14 15:43:20,mobile
BCH003423,ACC000661,BEN58566,BEN37166,2026-09-14 15:41:09,internet
BCH003424,ACC002809,BEN65283,BEN30671,2026-09-14 15:43:13,mobile
BCH003425,ACC003735,BEN68423,BEN29803,2026-09-14 15:45:27,branch
BCH003426,ACC000423,BEN38444,BEN97056,2026-09-14 15:41:43,mobile
BCH003427,ACC004710,BEN14587,BEN78938,2026-09-14 15:40:47,mobile
BCH003428,ACC001218,BEN37231,BEN70877,2026-09-14 15:45:31,mobile
BCH003429,ACC001259,BEN96117,BEN39544,2026-09-14 15:45:30,internet
BCH003430,ACC002106,BEN57992,BEN62744,2026-09-14 15:45:26,internet
BCH003431,ACC002730,BEN99910,BEN36882,2026-09-14 15:41:26,internet
BCH003432,ACC002011,BEN22150,BEN78337,2026-09-14 15:42:50,branch
BCH003433,ACC003579,BEN88865,BEN96816,2026-09-14 15:44:22,internet
BCH003434,ACC001850,BEN47048,BEN51993,2026-09-14 15:40:06,internet
BCH003435,ACC000434,BEN97075,BEN75683,2026-09-14 15:44:32,branch
BCH003436,ACC003410,BEN51130,BEN30933,2026-09-14 15:43:51,branch
BCH003437,ACC000580,BEN54145,BEN79309,2026-09-14 15:42:18,branch
BCH003438,ACC004131,BEN48897,BEN37305,2026-09-14 15:45:30,branch
BCH003439,ACC004075,BEN56680,BEN29510,2026-09-14 15:43:04,mobile
BCH003440,ACC002117,BEN19387,BEN37447,2026-09-14 15:40:59,branch
BCH003441,ACC004804,BEN49158,BEN16695,2026-09-14 15:45:58,internet
BCH003442,ACC004673,BEN20768,BEN30117,2026-09-14 15:41:09,internet
BCH003443,ACC004044,BEN10277,BEN88256,2026-09-14 15:40:30,branch
BCH003444,ACC001991,BEN36750,BEN77643,2026-09-14 15:42:00,mobile
BCH003445,ACC001500,BEN71616,BEN38976,2026-09-14 15:41:49,mobile
BCH003446,ACC003737,BEN11931,BEN52456,2026-09-14 15:44:14,mobile
BCH003447,ACC004431,BEN62269,BEN58119,2026-09-14 15:42:09,mobile
BCH003448,ACC004406,BEN57641,BEN65948,2026-09-14 15:42:01,mobile
BCH003449,ACC001337,BEN34422,BEN26839,2026-09-14 15:41:21,internet
BCH003450,ACC002750,BEN57780,BEN72821,2026-09-14 15:43:12,mobile
BCH003451,ACC002406,BEN44239,BEN19489,2026-09-14 15:43:16,branch
BCH003452,ACC000730,BEN64227,BEN53693,2026-09-14 15:45:08,mobile
BCH003453,ACC000718,BEN94817,BEN92691,2026-09-14 15:41:48,mobile
BCH003454,ACC000528,BEN53127,BEN44575,2026-09-14 15:45:40,branch
BCH003455,ACC000635,BEN22581,BEN12516,2026-09-14 15:41:15,mobile
BCH003456,ACC002634,BEN32802,BEN31753,2026-09-14 15:43:40,internet
BCH003457,ACC003425,BEN54916,BEN56200,2026-09-14 15:40:21,branch
BCH003458,ACC003997,BEN11190,BEN32297,2026-09-14 15:45:23,internet
BCH003459,ACC001774,BEN73085,BEN78604,2026-09-14 15:40:39,internet
BCH003460,ACC001618,BEN61671,BEN94087,2026-09-14 15:45:22,internet
BCH003461,ACC002917,BEN76135,BEN15648,2026-09-14 15:43:19,mobile
BCH003462,ACC003895,BEN59462,BEN98087,2026-09-14 15:44:26,branch
BCH003463,ACC004748,BEN86404,BEN70615,2026-09-14 15:41:44,branch
BCH003464,ACC004482,BEN84050,BEN56626,2026-09-14 15:40:20,mobile
BCH003465,ACC000545,BEN76399,BEN39624,2026-09-14 15:40:13,mobile
BCH003466,ACC004099,BEN12035,BEN26545,2026-09-14 15:40:07,internet
BCH003467,ACC004904,BEN59940,BEN86278,2026-09-14 15:40:43,mobile
BCH003468,ACC001473,BEN71766,BEN12385,2026-09-14 15:45:24,internet
BCH003469,ACC001026,BEN12316,BEN19669,2026-09-14 15:44:35,mobile
BCH003470,ACC004077,BEN54452,BEN87034,2026-09-14 15:40:16,mobile
BCH003471,ACC003058,BEN36842,BEN85666,2026-09-14 15:43:08,mobile
BCH003472,ACC003347,BEN49209,BEN62444,2026-09-14 15:44:03,branch
BCH003473,ACC003799,BEN50003,BEN77979,2026-09-14 15:42:44,branch
BCH003474,ACC000033,BEN11761,BEN40088,2026-09-14 15:44:46,branch
BCH003475,ACC002906,BEN49758,BEN95289,2026-09-14 15:42:25,branch
BCH003476,ACC004588,BEN91618,BEN57480,2026-09-14 15:45:30,internet
BCH003477,ACC000013,BEN81140,BEN99986,2026-09-14 15:43:23,internet
BCH003478,ACC001494,BEN34949,BEN86485,2026-09-14 15:43:40,internet
BCH003479,ACC001059,BEN56827,BEN35132,2026-09-14 15:41:18,internet
BCH003480,ACC001482,BEN44437,BEN31611,2026-09-14 15:41:50,internet
BCH003481,ACC004858,BEN96594,BEN32861,2026-09-14 15:42:25,branch
BCH003482,ACC002405,BEN84252,BEN93462,2026-09-14 15:46:02,branch
BCH003483,ACC004473,BEN19247,BEN13965,2026-09-14 15:41:44,internet
BCH003484,ACC003134,BEN40300,BEN88399,2026-09-14 15:41:11,branch
BCH003485,ACC004431,BEN54154,BEN30057,2026-09-14 15:42:06,branch
BCH003486,ACC003121,BEN27553,BEN78200,2026-09-14 15:45:08,mobile
BCH003487,ACC002368,BEN83857,BEN94835,2026-09-14 15:43:49,mobile
BCH003488,ACC002502,BEN49742,BEN55984,2026-09-14 15:41:33,branch
BCH003489,ACC003057,BEN96645,BEN33992,2026-09-14 15:45:19,mobile
BCH003490,ACC004171,BEN29098,BEN46967,2026-09-14 15:42:38,branch
BCH003491,ACC003062,BEN71872,BEN68251,2026-09-14 15:40:54,internet
BCH003492,ACC001490,BEN65407,BEN64447,2026-09-14 15:42:12,mobile
BCH003493,ACC002929,BEN94103,BEN34436,2026-09-14 15:44:53,branch
BCH003494,ACC004149,BEN99772,BEN67282,2026-09-14 15:46:01,branch
BCH003495,ACC000631,BEN73647,BEN38240,2026-09-14 15:43:07,internet
BCH003496,ACC000351,BEN50236,BEN70015,2026-09-14 15:43:32,mobile
BCH003497,ACC003416,BEN83731,BEN15060,2026-09-14 15:45:52,mobile
BCH003498,ACC002957,BEN97128,BEN97043,2026-09-14 15:44:59,branch
BCH003499,ACC000908,BEN69140,BEN83935,2026-09-14 15:45:48,branch
BCH003500,ACC002718,BEN68738,BEN78779,2026-09-14 15:45:23,mobile
BCH003501,ACC004584,BEN65170,BEN62890,2026-09-14 15:43:39,mobile
BCH003502,ACC004481,BEN79015,BEN42820,2026-09-14 15:41:18,internet
BCH003503,ACC004492,BEN41754,BEN14694,2026-09-14 15:46:03,branch
BCH003504,ACC003260,BEN46210,BEN37627,2026-09-14 15:43:35,internet
BCH003505,ACC003158,BEN99207,BEN83322,2026-09-14 15:40:34,mobile
BCH003506,ACC000912,BEN21020,BEN18127,2026-09-14 15:41:38,branch
BCH003507,ACC002597,BEN41245,BEN49464,2026-09-14 15:40:32,branch
BCH003508,ACC000057,BEN26869,BEN13051,2026-09-14 15:40:20,branch
BCH003509,ACC000422,BEN70524,BEN80817,2026-09-14 15:43:42,internet
BCH003510,ACC001930,BEN16671,BEN37385,2026-09-14 15:44:00,mobile
BCH003511,ACC001520,BEN89639,BEN94761,2026-09-14 15:44:12,branch
BCH003512,ACC003825,BEN36655,BEN37468,2026-09-14 15:40:54,internet
BCH003513,ACC004690,BEN62149,BEN24787,2026-09-14 15:41:40,mobile
BCH003514,ACC001942,BEN25309,BEN59811,2026-09-14 15:45:57,mobile
BCH003515,ACC003832,BEN52076,BEN10172,2026-09-14 15:41:56,mobile
BCH003516,ACC001402,BEN33626,BEN45187,2026-09-14 15:40:31,branch
BCH003517,ACC000980,BEN27003,BEN93067,2026-09-14 15:44:28,mobile
BCH003518,ACC003018,BEN69002,BEN16998,2026-09-14 15:44:09,internet
BCH003519,ACC000799,BEN61876,BEN29057,2026-09-14 15:40:12,internet
BCH003520,ACC001582,BEN44756,BEN73869,2026-09-14 15:42:19,branch
BCH003521,ACC004417,BEN47606,BEN43748,2026-09-14 15:42:24,branch
BCH003522,ACC000672,BEN20312,BEN55743,2026-09-14 15:45:43,internet
BCH003523,ACC001394,BEN87781,BEN70737,2026-09-14 15:40:26,branch
BCH003524,ACC003868,BEN15089,BEN11523,2026-09-14 15:42:26,branch
BCH003525,ACC003358,BEN20653,BEN90857,2026-09-14 15:40:28,branch
BCH003526,ACC004033,BEN25454,BEN35504,2026-09-14 15:42:05,mobile
BCH003527,ACC002913,BEN88466,BEN59637,2026-09-14 15:45:11,mobile
BCH003528,ACC001262,BEN61404,BEN22439,2026-09-14 15:41:55,internet
BCH003529,ACC004240,BEN70909,BEN62861,2026-09-14 15:43:58,mobile
BCH003530,ACC001271,BEN30717,BEN98156,2026-09-14 15:40:24,mobile
BCH003531,ACC003444,BEN83282,BEN47072,2026-09-14 15:45:34,branch
BCH003532,ACC004269,BEN50105,BEN83162,2026-09-14 15:44:39,branch
BCH003533,ACC002208,BEN38835,BEN91626,2026-09-14 15:43:12,mobile
BCH003534,ACC004689,BEN32104,BEN72503,2026-09-14 15:43:50,internet
BCH003535,ACC000538,BEN63354,BEN26486,2026-09-14 15:43:50,internet
BCH003536,ACC000903,BEN13344,BEN73998,2026-09-14 15:45:37,branch
BCH003537,ACC001725,BEN89944,BEN73323,2026-09-14 15:44:20,branch
BCH003538,ACC003880,BEN10724,BEN77534,2026-09-14 15:41:05,branch
BCH003539,ACC001089,BEN46832,BEN79259,2026-09-14 15:44:33,internet
BCH003540,ACC003614,BEN68172,BEN31612,2026-09-14 15:42:35,internet
BCH003541,ACC001531,BEN80068,BEN90915,2026-09-14 15:40:19,branch
BCH003542,ACC000416,BEN39356,BEN67354,2026-09-14 15:41:51,mobile
BCH003543,ACC003476,BEN69608,BEN89350,2026-09-14 15:41:23,internet
BCH003544,ACC002259,BEN49420,BEN18613,2026-09-14 15:41:30,internet
BCH003545,ACC001692,BEN64134,BEN36271,2026-09-14 15:41:49,mobile
BCH003546,ACC003930,BEN32134,BEN86149,2026-09-14 15:40:54,branch
BCH003547,ACC003513,BEN81290,BEN64539,2026-09-14 15:44:32,mobile
BCH003548,ACC004598,BEN84646,BEN67051,2026-09-14 15:43:48,mobile
BCH003549,ACC000549,BEN75754,BEN19310,2026-09-14 15:44:36,mobile
BCH003550,ACC004744,BEN19971,BEN95175,2026-09-14 15:46:03,mobile
BCH003551,ACC004292,BEN20994,BEN30434,2026-09-14 15:43:42,internet
BCH003552,ACC003563,BEN87256,BEN47621,2026-09-14 15:42:19,mobile
BCH003553,ACC001388,BEN37146,BEN39213,2026-09-14 15:42:02,branch
BCH003554,ACC004096,BEN74544,BEN48155,2026-09-14 15:42:08,internet
BCH003555,ACC003689,BEN49504,BEN21396,2026-09-14 15:44:06,mobile
BCH003556,ACC003153,BEN21005,BEN10268,2026-09-14 15:40:48,branch
BCH003557,ACC003245,BEN91373,BEN96471,2026-09-14 15:41:46,branch
BCH003558,ACC002508,BEN62297,BEN75966,2026-09-14 15:40:46,internet
BCH003559,ACC000355,BEN32379,BEN19582,2026-09-14 15:45:49,internet
BCH003560,ACC001171,BEN96688,BEN50025,2026-09-14 15:43:14,mobile
BCH003561,ACC003348,BEN74524,BEN88917,2026-09-14 15:43:13,mobile
BCH003562,ACC001103,BEN14769,BEN18090,2026-09-14 15:41:06,internet
BCH003563,ACC003840,BEN24401,BEN19385,2026-09-14 15:41:17,branch
BCH003564,ACC003931,BEN86564,BEN84391,2026-09-14 15:44:13,internet
BCH003565,ACC000854,BEN19155,BEN88082,2026-09-14 15:42:44,mobile
BCH003566,ACC002596,BEN13461,BEN32649,2026-09-14 15:40:31,branch
BCH003567,ACC002517,BEN75945,BEN88898,2026-09-14 15:40:15,branch
BCH003568,ACC004306,BEN41338,BEN17421,2026-09-14 15:45:11,branch
BCH003569,ACC001386,BEN95371,BEN41935,2026-09-14 15:41:48,mobile
BCH003570,ACC003423,BEN86888,BEN77919,2026-09-14 15:42:21,mobile
BCH003571,ACC000247,BEN62462,BEN83025,2026-09-14 15:42:17,internet
BCH003572,ACC003591,BEN96013,BEN68308,2026-09-14 15:45:44,branch
BCH003573,ACC003460,BEN47133,BEN57518,2026-09-14 15:45:32,mobile
BCH003574,ACC002439,BEN72304,BEN44809,2026-09-14 15:41:07,mobile
BCH003575,ACC000261,BEN80370,BEN44443,2026-09-14 15:40:46,branch
BCH003576,ACC002892,BEN72965,BEN42125,2026-09-14 15:44:47,mobile
BCH003577,ACC002138,BEN39267,BEN11863,2026-09-14 15:43:46,internet
BCH003578,ACC000768,BEN36231,BEN68289,2026-09-14 15:43:32,internet
BCH003579,ACC004957,BEN13938,BEN49804,2026-09-14 15:43:28,mobile
BCH003580,ACC003537,BEN47152,BEN38207,2026-09-14 15:40:21,mobile
BCH003581,ACC004711,BEN49063,BEN27665,2026-09-14 15:44:20,branch
BCH003582,ACC000766,BEN19165,BEN80164,2026-09-14 15:44:24,branch
BCH003583,ACC001955,BEN70950,BEN55692,2026-09-14 15:40:26,branch
BCH003584,ACC004566,BEN65517,BEN64385,2026-09-14 15:43:38,mobile
BCH003585,ACC003008,BEN24237,BEN24251,2026-09-14 15:42:37,mobile
BCH003586,ACC001831,BEN22090,BEN26673,2026-09-14 15:42:20,branch
BCH003587,ACC003644,BEN82763,BEN38861,2026-09-14 15:45:44,internet
BCH003588,ACC002902,BEN20229,BEN37194,2026-09-14 15:45:50,branch
BCH003589,ACC003649,BEN42402,BEN19552,2026-09-14 15:43:34,mobile
BCH003590,ACC004048,BEN12524,BEN96953,2026-09-14 15:40:36,mobile
BCH003591,ACC001637,BEN30551,BEN84691,2026-09-14 15:41:56,mobile
BCH003592,ACC001850,BEN58413,BEN88433,2026-09-14 15:42:12,mobile
BCH003593,ACC001482,BEN59791,BEN13689,2026-09-14 15:42:59,branch
BCH003594,ACC004552,BEN78530,BEN67828,2026-09-14 15:44:36,branch
BCH003595,ACC003518,BEN27236,BEN94509,2026-09-14 15:45:18,internet
BCH003596,ACC004214,BEN17874,BEN89010,2026-09-14 15:40:57,internet
BCH003597,ACC000667,BEN47623,BEN53599,2026-09-14 15:43:04,branch
BCH003598,ACC000379,BEN51759,BEN87929,2026-09-14 15:42:21,internet
BCH003599,ACC000123,BEN98425,BEN13318,2026-09-14 15:43:34,branch
BCH003600,ACC004699,BEN23721,BEN45252,2026-09-14 15:43:40,internet
BCH003601,ACC003918,BEN51465,BEN16544,2026-09-14 15:44:07,internet
BCH003602,ACC002066,BEN20429,BEN86401,2026-09-14 15:40:57,branch
BCH003603,ACC003846,BEN51173,BEN49063,2026-09-14 15:40:29,mobile
BCH003604,ACC001980,BEN86453,BEN30275,2026-09-14 15:40:09,internet
BCH003605,ACC003583,BEN77819,BEN92358,2026-09-14 15:44:25,branch
BCH003606,ACC000847,BEN92464,BEN40561,2026-09-14 15:42:29,branch
BCH003607,ACC003238,BEN28346,BEN54883,2026-09-14 15:42:16,internet
BCH003608,ACC004578,BEN30839,BEN51178,2026-09-14 15:45:59,branch
BCH003609,ACC003155,BEN32791,BEN76688,2026-09-14 15:43:57,internet
BCH003610,ACC002484,BEN39981,BEN50650,2026-09-14 15:45:02,internet
BCH003611,ACC004247,BEN74690,BEN48546,2026-09-14 15:41:03,branch
BCH003612,ACC002830,BEN39105,BEN38727,2026-09-14 15:40:53,branch
BCH003613,ACC002790,BEN66225,BEN43140,2026-09-14 15:40:37,mobile
BCH003614,ACC003231,BEN91871,BEN40448,2026-09-14 15:42:01,internet
BCH003615,ACC001359,BEN45547,BEN52814,2026-09-14 15:45:12,branch
BCH003616,ACC004547,BEN40977,BEN39178,2026-09-14 15:43:49,internet
