account_id,onboarding_date,occupation_category,risk_rating,account_type,is_mule
ACC002401,2023-06-23,student,low,business,0
ACC002402,2024-07-13,salaried,medium,current,0
ACC002403,2024-04-11,retired,low,current,0
ACC002404,2021-10-30,student,low,savings,0
ACC002405,2023-07-03,student,low,current,0
ACC002406,2023-04-26,retired,medium,savings,0
ACC002407,2022-09-12,self_employed,medium,current,0
ACC002408,2025-10-09,retired,medium,current,0
ACC002409,2023-10-06,self_employed,medium,current,0
ACC002410,2023-06-10,retired,low,business,0
ACC002411,2025-01-27,business,low,savings,0
ACC002412,2023-09-26,student,low,business,0
ACC002413,2026-05-25,student,low,business,1
ACC002414,2024-06-08,retired,low,current,0
ACC002415,2024-02-09,student,low,business,0
ACC002416,2024-12-08,retired,medium,savings,0
ACC002417,2025-08-31,self_employed,low,current,0
ACC002418,2026-03-28,student,low,savings,0
ACC002419,2024-10-03,student,medium,current,0
ACC002420,2024-04-28,retired,low,current,0
ACC002421,2023-12-04,self_employed,low,savings,0
ACC002422,2024-10-04,self_employed,low,business,0
ACC002423,2026-01-23,retired,low,business,0
ACC002424,2025-12-05,student,low,current,0
ACC002425,2025-08-30,self_employed,low,current,0
ACC002426,2022-07-16,retired,high,savings,0
ACC002427,2025-09-10,business,medium,business,0
ACC002428,2024-06-03,retired,low,current,0
ACC002429,2023-06-06,retired,high,savings,0
ACC002430,2024-11-07,student,low,business,0
ACC002431,2024-05-12,salaried,medium,savings,0
ACC002432,2025-03-22,business,low,current,0
ACC002433,2022-02-02,retired,medium,savings,0
ACC002434,2026-06-26,student,low,current,0
ACC002435,2023-08-01,student,low,current,0
ACC002436,2022-12-10,salaried,low,business,0
ACC002437,2021-11-02,salaried,low,business,0
ACC002438,2023-12-02,self_employed,medium,business,0
ACC002439,2026-05-29,self_employed,low,current,0
ACC002440,2026-09-01,student,low,business,0
ACC002441,2026-08-17,student,low,business,0
ACC002442,2025-04-02,student,medium,savings,0
ACC002443,2024-03-18,self_employed,low,current,0
ACC002444,2022-12-30,retired,low,savings,0
ACC002445,2023-05-15,salaried,low,business,0
ACC002446,2024-07-03,self_employed,medium,business,0
ACC002447,2023-08-28,business,low,business,0
ACC002448,2024-12-06,business,medium,business,0
ACC002449,2026-07-19,salaried,low,savings,0
ACC002450,2023-10-16,salaried,medium,savings,0
ACC002451,2025-12-12,retired,low,business,1
ACC002452,2026-05-20,student,low,current,0
ACC002453,2024-07-27,business,low,current,0
ACC002454,2023-11-21,self_employed,medium,savings,0
ACC002455,2025-11-09,salaried,low,business,0
ACC002456,2025-11-15,self_employed,low,current,0
ACC002457,2025-08-14,self_employed,low,savings,0
ACC002458,2023-02-17,retired,low,savings,0
ACC002459,2024-09-11,salaried,low,current,0
ACC002460,2023-02-20,retired,low,savings,0
ACC002461,2022-11-21,salaried,medium,business,0
ACC002462,2026-05-08,business,low,savings,0
ACC002463,2025-11-08,student,low,current,0
ACC002464,2023-04-07,salaried,medium,savings,1
ACC002465,2026-04-24,business,low,savings,0
ACC002466,2022-03-14,self_employed,low,savings,0
ACC002467,2026-02-26,salaried,low,business,0
ACC002468,2021-12-27,student,medium,current,1
ACC002469,2022-05-01,student,low,business,0
ACC002470,2022-02-10,business,low,business,0
ACC002471,2021-10-02,salaried,low,business,0
ACC002472,2025-03-17,salaried,low,business,0
ACC002473,2022-11-14,self_employed,high,savings,0
ACC002474,2023-09-02,business,low,business,0
ACC002475,2022-04-12,salaried,medium,business,0
ACC002476,2022-12-26,retired,low,business,0
ACC002477,2021-10-11,self_employed,low,savings,0
ACC002478,2023-07-24,self_employed,medium,current,0
ACC002479,2026-01-01,retired,low,savings,0
ACC002480,2025-07-30,retired,low,current,0
ACC002481,2024-11-15,salaried,low,business,0
ACC002482,2022-03-19,self_employed,low,current,0
ACC002483,2025-10-23,student,low,savings,0
ACC002484,2025-11-06,salaried,low,savings,0
ACC002485,2021-10-31,retired,low,business,0
ACC002486,2021-10-03,student,low,current,0
ACC002487,2026-03-24,self_employed,low,current,0
ACC002488,2026-05-23,retired,low,savings,0
ACC002489,2025-03-13,retired,medium,current,0
ACC002490,2021-10-19,self_employed,low,business,0
ACC002491,2021-11-03,retired,low,current,0
ACC002492,2026-03-15,retired,low,business,0
ACC002493,2024-01-14,salaried,low,current,0
ACC002494,2026-04-04,retired,low,savings,0
ACC002495,2024-02-20,self_employed,low,savings,0
ACC002496,2021-11-05,student,low,current,0
ACC002497,2025-12-21,salaried,low,current,0
ACC002498,2025-05-12,retired,low,business,0
ACC002499,2023-03-23,business,low,business,0
ACC002500,2022-08-11,retired,low,business,0
ACC002501,2022-07-09,business,high,current,0
ACC002502,2026-02-28,business,low,current,0
ACC002503,2022-12-19,salaried,low,current,0
ACC002504,2023-10-01,retired,low,savings,0
ACC002505,2023-05-02,salaried,low,savings,0
ACC002506,2026-03-06,salaried,low,savings,0
ACC002507,2023-11-06,self_employed,low,business,0
ACC002508,2024-09-18,student,low,business,0
ACC002509,2023-12-22,business,low,savings,0
ACC002510,2025-01-28,business,medium,current,0
ACC002511,2022-05-16,self_employed,low,current,0
ACC002512,2024-11-15,retired,low,business,0
ACC002513,2025-02-25,student,medium,business,0
ACC002514,2025-08-09,business,low,savings,0
ACC002515,2026-07-04,retired,medium,savings,1
ACC002516,2023-10-08,retired,low,current,0
ACC002517,2023-08-15,retired,low,savings,0
ACC002518,2024-04-01,self_employed,low,current,0
ACC002519,2022-05-21,self_employed,low,savings,0
ACC002520,2021-12-20,student,medium,current,0
ACC002521,2022-06-30,salaried,low,current,0
ACC002522,2025-02-23,business,low,business,0
ACC002523,2024-12-04,retired,low,savings,0
ACC002524,2024-11-27,business,low,current,0
ACC002525,2026-05-27,retired,low,current,0
ACC002526,2025-09-30,business,low,current,0
ACC002527,2022-03-06,student,low,business,1
ACC002528,2021-10-12,salaried,low,current,0
ACC002529,2023-02-27,student,medium,business,0
ACC002530,2022-05-27,salaried,medium,business,0
ACC002531,2025-12-14,student,low,current,0
ACC002532,2025-05-23,student,high,current,0
ACC002533,2024-07-08,student,low,savings,0
ACC002534,2026-07-07,self_employed,low,current,0
ACC002535,2022-07-06,business,low,business,0
ACC002536,2026-03-11,salaried,medium,savings,0
ACC002537,2022-01-23,student,low,business,0
ACC002538,2023-08-27,student,low,business,0
ACC002539,2023-07-01,retired,low,current,0
ACC002540,2026-07-09,student,low,current,0
ACC002541,2025-09-29,business,low,current,0
ACC002542,2024-01-03,retired,low,current,0
ACC002543,2022-02-04,business,low,current,0
ACC002544,2022-05-01,salaried,low,savings,0
ACC002545,2024-02-01,student,low,business,0
ACC002546,2026-04-27,student,low,current,0
ACC002547,2026-06-29,student,high,savings,0
ACC002548,2021-12-24,retired,low,savings,0
ACC002549,2023-03-24,business,low,current,0
ACC002550,2024-05-17,salaried,low,business,0
ACC002551,2021-10-31,retired,medium,business,0
ACC002552,2023-06-18,salaried,medium,business,0
ACC002553,2026-09-10,salaried,low,current,0
ACC002554,2022-12-04,salaried,low,business,0
ACC002555,2025-02-01,retired,low,current,0
ACC002556,2022-05-10,salaried,low,current,0
ACC002557,2024-03-30,business,medium,current,0
ACC002558,2023-01-30,business,low,current,0
ACC002559,2026-07-01,retired,low,business,0
ACC002560,2023-09-30,retired,low,business,0
ACC002561,2026-07-09,self_employed,medium,business,0
ACC002562,2025-01-04,business,medium,business,0
ACC002563,2026-04-19,retired,low,business,0
ACC002564,2024-07-09,retired,low,business,0
ACC002565,2024-12-18,business,medium,current,0
ACC002566,2022-11-21,business,medium,savings,0
ACC002567,2022-05-14,business,low,current,0
ACC002568,2025-12-16,self_employed,low,business,0
ACC002569,2024-08-22,student,medium,current,0
ACC002570,2022-02-26,student,medium,savings,1
ACC002571,2022-07-13,self_employed,medium,current,0
ACC002572,2025-06-01,student,low,current,0
ACC002573,2023-09-04,business,low,savings,0
ACC002574,2022-05-07,salaried,low,savings,0
ACC002575,2024-08-06,self_employed,medium,current,1
ACC002576,2025-01-27,retired,low,current,0
ACC002577,2024-06-23,retired,low,savings,0
ACC002578,2021-12-14,self_employed,low,savings,0
ACC002579,2024-01-10,salaried,low,current,0
ACC002580,2025-07-13,business,low,savings,0
ACC002581,2025-11-15,retired,medium,savings,0
ACC002582,2023-08-22,salaried,low,current,0
ACC002583,2024-09-22,salaried,medium,current,0
ACC002584,2026-05-28,student,low,savings,0
ACC002585,2024-11-22,retired,medium,business,0
ACC002586,2025-05-16,self_employed,low,business,1
ACC002587,2023-04-13,business,medium,business,0
ACC002588,2026-09-07,business,medium,business,0
ACC002589,2024-12-06,student,low,savings,0
ACC002590,2022-06-06,self_employed,low,current,0
ACC002591,2024-03-18,student,medium,business,0
ACC002592,2023-10-18,retired,medium,business,0
ACC002593,2022-04-29,self_employed,medium,savings,0
ACC002594,2022-05-25,self_employed,low,savings,0
ACC002595,2023-12-24,student,low,current,0
ACC002596,2023-01-05,business,low,business,0
ACC002597,2024-12-06,student,low,savings,0
ACC002598,2023-01-05,student,low,current,0
ACC002599,2025-01-05,self_employed,high,savings,0
ACC002600,2024-05-23,student,low,current,0
ACC002601,2024-10-07,student,low,business,0
ACC002602,2022-08-10,salaried,medium,business,0
ACC002603,2022-06-24,salaried,low,business,0
ACC002604,2021-09-29,self_employed,low,current,0
ACC002605,2024-04-27,student,low,business,0
ACC002606,2025-06-25,student,medium,business,0
ACC002607,2024-10-05,salaried,low,savings,0
ACC002608,2023-12-30,retired,low,current,0
ACC002609,2022-07-27,student,low,savings,0
ACC002610,2022-10-29,student,low,savings,0
ACC002611,2022-06-11,retired,low,business,0
ACC002612,2023-04-18,retired,medium,current,0
ACC002613,2025-05-14,salaried,medium,current,0
ACC002614,2025-07-08,retired,medium,current,0
ACC002615,2026-06-09,retired,medium,savings,0
ACC002616,2026-06-02,self_employed,low,business,0
ACC002617,2026-01-22,salaried,low,business,0
ACC002618,2025-03-03,business,medium,current,0
ACC002619,2022-07-30,salaried,medium,business,0
ACC002620,2021-12-03,self_employed,low,business,0
ACC002621,2022-06-18,self_employed,low,savings,0
ACC002622,2024-09-16,student,low,savings,0
ACC002623,2026-05-31,salaried,low,business,0
ACC002624,2022-06-29,self_employed,medium,business,0
ACC002625,2024-06-16,retired,medium,current,0
ACC002626,2024-12-22,retired,low,business,0
ACC002627,2021-10-21,self_employed,low,business,0
ACC002628,2024-03-07,business,medium,current,0
ACC002629,2025-03-21,self_employed,low,current,0
ACC002630,2024-12-30,self_employed,low,current,0
ACC002631,2022-06-03,business,low,savings,0
ACC002632,2026-06-17,business,low,business,0
ACC002633,2023-10-07,self_employed,medium,current,1
ACC002634,2026-07-26,self_employed,low,savings,0
ACC002635,2026-02-18,salaried,low,current,0
ACC002636,2023-02-21,business,low,savings,0
ACC002637,2024-12-08,student,low,business,0
ACC002638,2023-02-21,salaried,low,business,0
ACC002639,2022-11-18,retired,medium,current,0
ACC002640,2023-12-27,retired,low,business,0
ACC002641,2024-04-05,self_employed,low,current,0
ACC002642,2023-12-25,student,medium,current,0
ACC002643,2025-11-23,self_employed,low,savings,0
ACC002644,2022-12-10,business,low,current,0
ACC002645,2022-03-28,self_employed,low,current,0
ACC002646,2023-02-14,self_employed,low,current,0
ACC002647,2025-05-25,self_employed,low,savings,0
ACC002648,2024-01-18,student,low,business,0
ACC002649,2025-04-13,retired,low,current,0
ACC002650,2024-04-01,self_employed,medium,business,0
ACC002651,2025-10-26,retired,low,business,0
ACC002652,2022-05-09,retired,medium,business,0
ACC002653,2024-10-08,business,low,savings,1
ACC002654,2023-11-04,business,low,current,0
ACC002655,2023-10-19,self_employed,low,current,0
ACC002656,2025-12-01,business,medium,business,0
ACC002657,2023-05-13,salaried,low,business,0
ACC002658,2025-08-05,business,low,current,0
ACC002659,2022-08-11,student,low,business,1
ACC002660,2022-11-07,salaried,low,current,0
ACC002661,2024-04-16,self_employed,low,current,0
ACC002662,2021-10-04,retired,low,current,0
ACC002663,2025-01-24,business,low,current,0
ACC002664,2024-07-11,salaried,low,savings,0
ACC002665,2024-12-06,retired,medium,current,0
ACC002666,2024-07-02,student,medium,current,0
ACC002667,2025-06-11,student,low,current,0
ACC002668,2024-07-18,business,low,savings,0
ACC002669,2025-05-12,student,medium,current,0
ACC002670,2022-11-09,self_employed,low,business,0
ACC002671,2024-04-03,retired,low,savings,0
ACC002672,2024-06-05,salaried,low,savings,0
ACC002673,2023-05-30,retired,low,business,0
ACC002674,2025-10-10,retired,low,current,0
ACC002675,2024-05-16,salaried,low,business,0
ACC002676,2023-03-18,business,low,current,0
ACC002677,2025-02-01,salaried,medium,savings,0
ACC002678,2024-05-31,salaried,low,savings,0
ACC002679,2024-03-06,student,low,savings,0
ACC002680,2025-11-16,business,medium,business,0
ACC002681,2026-08-07,business,low,savings,0
ACC002682,2023-10-06,business,medium,savings,0
ACC002683,2024-06-21,retired,medium,savings,0
ACC002684,2024-11-24,retired,low,current,0
ACC002685,2024-01-31,salaried,low,business,0
ACC002686,2025-01-15,salaried,low,business,0
ACC002687,2024-10-21,salaried,medium,savings,0
ACC002688,2022-09-01,salaried,low,business,0
ACC002689,2026-06-30,retired,low,current,0
ACC002690,2023-05-26,business,low,current,0
ACC002691,2026-05-05,salaried,low,current,0
ACC002692,2023-03-26,student,medium,business,0
ACC002693,2026-05-19,business,low,savings,0
ACC002694,2021-12-05,student,low,savings,0
ACC002695,2025-08-17,salaried,low,business,0
ACC002696,2023-06-26,retired,low,current,0
ACC002697,2025-06-06,self_employed,low,current,0
ACC002698,2024-03-06,salaried,low,savings,0
ACC002699,2022-04-15,self_employed,low,current,0
ACC002700,2025-03-07,student,low,business,0
ACC002701,2025-12-12,self_employed,low,current,0
ACC002702,2022-11-19,retired,medium,current,0
ACC002703,2024-04-10,business,low,business,0
ACC002704,2023-10-04,salaried,medium,business,0
ACC002705,2023-11-07,self_employed,low,current,0
ACC002706,2023-01-04,retired,low,business,0
ACC002707,2025-04-19,retired,low,current,0
ACC002708,2024-11-27,student,low,current,0
ACC002709,2022-04-30,retired,low,business,0
ACC002710,2025-07-09,student,high,business,0
ACC002711,2025-10-10,self_employed,low,business,0
ACC002712,2026-08-26,self_employed,medium,business,0
ACC002713,2025-02-09,business,low,current,0
ACC002714,2026-03-31,retired,low,current,0
ACC002715,2026-01-03,student,low,savings,0
ACC002716,2025-04-04,student,medium,business,0
ACC002717,2026-04-29,retired,low,savings,0
ACC002718,2022-01-05,business,low,savings,0
ACC002719,2024-10-04,business,low,current,0
ACC002720,2026-04-08,retired,low,business,0
ACC002721,2022-06-04,business,medium,current,0
ACC002722,2022-08-18,student,low,business,0
ACC002723,2023-10-24,salaried,low,business,0
ACC002724,2024-09-19,retired,low,savings,0
ACC002725,2023-02-11,retired,low,current,0
ACC002726,2022-01-28,student,low,business,0
ACC002727,2026-06-28,retired,medium,current,0
ACC002728,2025-02-05,business,medium,current,0
ACC002729,2024-07-09,self_employed,low,savings,0
ACC002730,2025-05-12,business,low,business,0
ACC002731,2022-08-08,salaried,low,savings,0
ACC002732,2021-10-15,salaried,low,savings,0
ACC002733,2022-07-16,self_employed,low,current,0
ACC002734,2023-11-25,retired,medium,business,0
ACC002735,2023-08-03,business,medium,current,0
ACC002736,2026-01-16,business,medium,business,0
ACC002737,2026-02-10,student,low,business,0
ACC002738,2026-06-12,retired,medium,savings,0
ACC002739,2026-08-21,self_employed,low,savings,0
ACC002740,2026-08-05,salaried,medium,business,0
ACC002741,2023-07-31,self_employed,medium,savings,0
ACC002742,2025-06-28,retired,low,business,0
ACC002743,2024-11-18,self_employed,low,business,0
ACC002744,2025-01-10,business,low,current,0
ACC002745,2025-08-21,retired,low,current,0
ACC002746,2025-12-15,salaried,low,savings,0
ACC002747,2022-12-25,retired,high,current,0
ACC002748,2024-08-19,salaried,medium,business,0
ACC002749,2021-11-28,self_employed,low,business,0
ACC002750,2025-10-21,retired,low,savings,0
ACC002751,2022-08-03,salaried,low,business,0
ACC002752,2024-03-18,retired,high,current,0
ACC002753,2025-03-28,business,low,business,0
ACC002754,2022-06-06,student,low,current,0
ACC002755,2022-09-08,retired,low,business,0
ACC002756,2022-11-27,business,medium,current,0
ACC002757,2024-08-30,self_employed,medium,business,0
ACC002758,2024-05-09,salaried,low,current,0
ACC002759,2024-08-13,business,low,business,0
ACC002760,2025-07-28,retired,medium,savings,0
ACC002761,2023-06-17,retired,low,business,0
ACC002762,2026-02-18,student,low,current,0
ACC002763,2025-10-22,salaried,low,business,0
ACC002764,2024-08-30,self_employed,low,current,0
ACC002765,2025-10-01,self_employed,low,business,0
ACC002766,2022-07-13,student,medium,business,0
ACC002767,2025-06-05,retired,low,current,0
ACC002768,2025-07-19,retired,high,business,0
ACC002769,2024-05-30,student,medium,savings,0
ACC002770,2022-04-09,business,low,business,0
ACC002771,2024-04-02,salaried,low,savings,0
ACC002772,2022-01-29,self_employed,low,business,0
ACC002773,2022-09-05,retired,low,current,0
ACC002774,2021-11-22,retired,low,savings,0
ACC002775,2024-08-13,business,low,savings,0
ACC002776,2022-08-18,student,medium,current,0
ACC002777,2023-02-05,self_employed,low,business,0
ACC002778,2023-10-10,salaried,medium,current,0
ACC002779,2026-02-02,retired,low,savings,0
ACC002780,2023-03-09,salaried,low,current,0
ACC002781,2026-05-24,student,high,current,0
ACC002782,2023-01-23,salaried,medium,business,0
ACC002783,2024-07-07,student,medium,business,0
ACC002784,2026-06-18,business,low,savings,0
ACC002785,2025-04-29,salaried,medium,current,0
ACC002786,2025-08-18,retired,high,savings,0
ACC002787,2023-09-03,salaried,medium,business,0
ACC002788,2025-02-22,salaried,medium,savings,0
ACC002789,2023-04-09,business,low,business,0
ACC002790,2023-04-15,salaried,medium,current,0
ACC002791,2025-05-17,self_employed,medium,business,0
ACC002792,2025-01-24,retired,medium,current,0
ACC002793,2021-12-12,salaried,low,current,0
ACC002794,2023-05-19,student,medium,savings,0
ACC002795,2025-07-10,self_employed,low,current,0
ACC002796,2025-05-09,salaried,low,current,0
ACC002797,2025-01-03,student,low,savings,0
ACC002798,2021-09-26,salaried,low,business,0
ACC002799,2023-07-12,retired,low,business,0
ACC002800,2023-06-14,self_employed,low,business,0
ACC002801,2024-01-25,retired,medium,savings,1
ACC002802,2022-03-26,retired,low,current,0
ACC002803,2026-08-11,retired,high,business,0
ACC002804,2022-07-26,student,medium,current,0
ACC002805,2026-04-08,self_employed,medium,business,0
ACC002806,2023-04-16,business,medium,savings,0
ACC002807,2024-10-23,student,low,savings,0
ACC002808,2024-06-21,retired,low,savings,0
ACC002809,2023-05-18,self_employed,medium,savings,0
ACC002810,2025-08-04,business,high,current,0
ACC002811,2022-09-02,retired,medium,business,0
ACC002812,2023-12-07,business,medium,business,0
ACC002813,2025-11-11,student,medium,savings,0
ACC002814,2026-03-10,student,medium,business,0
ACC002815,2024-05-13,self_employed,medium,current,0
ACC002816,2025-01-02,self_employed,medium,business,0
ACC002817,2025-01-14,business,low,business,0
ACC002818,2026-09-10,student,medium,business,0
ACC002819,2022-09-02,retired,medium,current,1
ACC002820,2024-08-28,salaried,low,current,0
ACC002821,2024-09-10,retired,medium,business,0
ACC002822,2025-08-05,self_employed,low,business,0
ACC002823,2023-03-03,student,low,business,0
ACC002824,2024-03-25,business,low,current,0
ACC002825,2022-06-03,self_employed,low,business,0
ACC002826,2022-11-03,business,low,current,0
ACC002827,2024-05-13,retired,high,savings,0
ACC002828,2022-09-14,salaried,medium,current,0
ACC002829,2023-09-24,business,low,savings,0
ACC002830,2024-04-18,salaried,low,business,0
ACC002831,2022-09-11,salaried,low,savings,0
ACC002832,2023-04-04,business,low,business,0
ACC002833,2024-11-15,business,medium,savings,0
ACC002834,2022-11-26,student,low,business,0
ACC002835,2026-01-17,business,low,business,0
ACC002836,2025-01-01,retired,low,savings,0
ACC002837,2025-04-04,salaried,low,business,0
ACC002838,2022-11-15,self_employed,medium,current,0
ACC002839,2026-08-03,retired,low,business,0
ACC002840,2024-12-18,retired,medium,savings,0
ACC002841,2025-04-19,salaried,low,savings,0
ACC002842,2023-04-13,retired,low,savings,0
ACC002843,2025-11-03,student,low,current,0
ACC002844,2026-04-09,business,low,current,0
ACC002845,2023-03-05,student,low,business,0
ACC002846,2026-06-03,retired,high,business,1
ACC002847,2023-02-13,retired,medium,current,0
ACC002848,2025-11-12,self_employed,low,savings,0
ACC002849,2024-02-27,retired,medium,savings,0
ACC002850,2022-11-22,business,medium,savings,0
ACC002851,2023-04-17,self_employed,low,savings,0
ACC002852,2024-05-17,self_employed,medium,current,0
ACC002853,2025-07-15,salaried,low,current,0
ACC002854,2022-02-26,salaried,low,business,0
ACC002855,2024-10-02,student,low,savings,0
ACC002856,2021-10-12,salaried,low,current,0
ACC002857,2025-10-27,student,low,savings,0
ACC002858,2022-11-11,self_employed,low,business,0
ACC002859,2023-05-12,retired,low,current,0
ACC002860,2024-12-18,student,low,business,0
ACC002861,2026-06-23,retired,low,business,0
ACC002862,2025-12-31,student,low,savings,0
ACC002863,2025-11-28,retired,low,current,0
ACC002864,2025-03-07,business,low,current,0
ACC002865,2025-11-18,retired,low,business,0
ACC002866,2025-03-27,business,low,savings,0
ACC002867,2025-06-22,business,low,current,0
ACC002868,2025-11-09,retired,low,business,0
ACC002869,2023-02-14,student,low,business,0
ACC002870,2022-05-27,business,low,savings,0
ACC002871,2026-07-05,retired,low,savings,0
ACC002872,2021-12-17,retired,medium,business,0
ACC002873,2023-07-30,salaried,medium,business,0
ACC002874,2024-03-08,salaried,low,business,0
ACC002875,2021-12-23,student,low,savings,0
ACC002876,2024-01-14,business,low,business,0
ACC002877,2023-08-12,business,low,savings,0
ACC002878,2026-04-10,business,low,current,0
ACC002879,2024-02-26,business,medium,savings,0
ACC002880,2023-02-17,business,low,savings,0
ACC002881,2025-08-03,student,medium,savings,0
ACC002882,2026-07-06,business,low,business,0
ACC002883,2025-11-29,business,low,business,0
ACC002884,2026-05-17,salaried,low,savings,0
ACC002885,2026-01-17,student,low,current,0
ACC002886,2022-08-30,salaried,medium,current,0
ACC002887,2026-07-28,retired,low,savings,1
ACC002888,2022-09-02,salaried,low,current,0
ACC002889,2023-12-24,self_employed,low,savings,0
ACC002890,2026-04-27,self_employed,low,current,0
ACC002891,2024-10-26,self_employed,low,current,0
ACC002892,2026-04-24,self_employed,low,savings,0
ACC002893,2022-01-20,student,low,current,0
ACC002894,2025-06-15,self_employed,low,current,0
ACC002895,2026-05-07,student,low,savings,0
ACC002896,2023-07-23,salaried,low,business,0
ACC002897,2025-04-25,business,low,business,0
ACC002898,2022-07-28,business,low,savings,0
ACC002899,2023-10-22,student,low,current,0
ACC002900,2024-03-25,business,low,current,0
ACC002901,2021-12-22,salaried,low,savings,0
ACC002902,2025-07-11,salaried,low,business,0
ACC002903,2023-12-08,salaried,low,business,0
ACC002904,2024-08-30,self_employed,low,current,0
ACC002905,2022-06-10,retired,low,business,0
ACC002906,2025-06-08,business,low,savings,0
ACC002907,2022-09-12,student,low,savings,0
ACC002908,2023-09-19,self_employed,low,current,0
ACC002909,2023-06-27,business,low,savings,0
ACC002910,2026-09-13,retired,high,business,0
ACC002911,2024-09-06,student,low,savings,0
ACC002912,2025-05-05,salaried,low,current,0
ACC002913,2023-02-10,student,low,business,0
ACC002914,2022-11-19,retired,high,business,0
ACC002915,2023-06-16,self_employed,low,business,0
ACC002916,2023-06-17,student,low,business,0
ACC002917,2022-03-16,business,low,current,0
ACC002918,2026-07-20,salaried,low,savings,0
ACC002919,2024-09-06,self_employed,medium,current,0
ACC002920,2026-03-24,retired,low,business,0
ACC002921,2024-02-03,student,medium,current,0
ACC002922,2026-04-13,student,high,business,0
ACC002923,2023-02-18,retired,low,business,0
ACC002924,2024-06-14,student,low,current,0
ACC002925,2024-03-10,business,low,business,0
ACC002926,2024-02-28,self_employed,low,savings,0
ACC002927,2026-07-28,business,low,savings,0
ACC002928,2023-12-22,self_employed,low,business,0
ACC002929,2026-01-28,retired,medium,business,0
ACC002930,2022-07-05,salaried,medium,business,0
ACC002931,2022-11-08,salaried,low,business,0
ACC002932,2025-03-14,retired,low,current,0
ACC002933,2022-03-16,retired,medium,current,0
ACC002934,2024-01-22,retired,low,business,0
ACC002935,2022-10-12,salaried,low,current,0
ACC002936,2022-10-30,self_employed,low,savings,0
ACC002937,2023-10-28,salaried,medium,business,0
ACC002938,2022-12-11,student,low,business,0
ACC002939,2024-06-09,student,medium,savings,0
ACC002940,2023-10-22,self_employed,high,current,1
ACC002941,2025-01-15,salaried,low,business,0
ACC002942,2025-11-11,business,low,savings,0
ACC002943,2022-11-28,retired,low,current,0
ACC002944,2026-08-11,business,low,savings,0
ACC002945,2023-12-26,business,low,business,0
ACC002946,2025-03-22,business,low,business,0
ACC002947,2024-11-21,business,low,business,0
ACC002948,2025-07-18,self_employed,medium,savings,0
ACC002949,2022-05-05,student,medium,savings,0
ACC002950,2022-06-29,business,medium,current,0
ACC002951,2025-02-15,self_employed,medium,savings,0
ACC002952,2026-01-31,business,low,business,0
ACC002953,2024-01-25,business,medium,savings,0
ACC002954,2024-11-02,retired,low,business,0
ACC002955,2025-07-26,salaried,medium,current,0
ACC002956,2025-11-07,retired,medium,current,0
ACC002957,2024-06-25,student,low,business,0
ACC002958,2026-08-26,retired,low,business,0
ACC002959,2021-09-20,salaried,medium,savings,0
ACC002960,2022-06-29,salaried,low,current,0
ACC002961,2025-08-07,business,low,savings,0
ACC002962,2024-09-29,retired,low,savings,0
ACC002963,2022-03-28,business,medium,business,0
ACC002964,2026-03-31,self_employed,high,current,0
ACC002965,2025-01-30,salaried,medium,savings,0
ACC002966,2023-07-21,self_employed,low,savings,0
ACC002967,2025-05-09,salaried,low,current,0
ACC002968,2023-07-03,salaried,low,business,0
ACC002969,2025-11-28,student,medium,savings,0
ACC002970,2023-12-26,salaried,low,current,0
ACC002971,2024-06-12,salaried,medium,business,0
ACC002972,2024-02-11,self_employed,medium,business,0
ACC002973,2024-07-28,business,low,savings,0
ACC002974,2026-05-10,retired,low,savings,1
ACC002975,2026-08-13,salaried,medium,current,0
ACC002976,2022-10-23,student,medium,business,0
ACC002977,2026-07-07,salaried,medium,savings,0
ACC002978,2025-10-29,retired,low,business,0
ACC002979,2024-08-15,retired,low,business,0
ACC002980,2022-02-10,salaried,low,current,0
ACC002981,2022-02-02,retired,low,business,0
ACC002982,2022-07-19,retired,low,business,0
ACC002983,2025-08-10,business,low,current,0
ACC002984,2021-11-02,retired,medium,business,0
ACC002985,2022-10-03,business,low,business,0
ACC002986,2023-01-16,salaried,low,current,0
ACC002987,2025-06-15,business,low,savings,0
ACC002988,2025-08-01,salaried,low,savings,0
ACC002989,2021-09-15,business,medium,savings,0
ACC002990,2025-05-04,business,low,business,0
ACC002991,2023-06-03,student,low,current,0
ACC002992,2022-10-27,business,low,savings,0
ACC002993,2024-04-07,self_employed,medium,savings,0
ACC002994,2023-01-19,self_employed,low,current,0
ACC002995,2024-01-12,business,high,current,0
ACC002996,2022-06-29,student,low,business,0
ACC002997,2024-10-06,self_employed,low,current,0
ACC002998,2023-10-30,business,low,current,0
ACC002999,2022-05-27,salaried,low,business,0
ACC003000,2024-11-11,self_employed,low,business,0
ACC003001,2023-02-09,business,medium,current,0
ACC003002,2022-02-20,student,low,savings,0
ACC003003,2025-01-26,self_employed,medium,current,0
ACC003004,2024-04-19,self_employed,low,business,0
ACC003005,2023-09-10,retired,low,current,0
ACC003006,2025-05-08,business,low,current,0
ACC003007,2022-06-23,business,low,current,0
ACC003008,2022-07-05,self_employed,low,savings,0
ACC003009,2021-09-16,retired,low,savings,0
ACC003010,2023-07-08,self_employed,low,current,0
ACC003011,2025-10-03,business,low,current,0
ACC003012,2022-05-13,student,medium,current,0
ACC003013,2022-10-30,self_employed,low,savings,0
ACC003014,2023-08-16,student,low,current,0
